NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023,1006390666,AVENIDA EVERISTO CAVALHERI ,,SP,3549300,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,10,Greenfield,,056001603518,11.96,23,65,-7,16,031191601350|027191702519,40,-21.26958,-51.66575,2023-12-19,2018-04-20,2029-12-08|2038-04-30,SÃÂ£o JoÃÂ£o do Pau d'Alho,20250719,1,10.0,inf
TIM,50010613854,97812014|48352023,1006390666,AVENIDA EVERISTO CAVALHERI ,,SP,3549300,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,130,Greenfield,,056001603518,11.96,23,65,-7,18,031191601350|027191702519,40,-21.26958,-51.66575,2023-12-19,2018-04-20,2029-12-08|2038-04-30,SÃÂ£o JoÃÂ£o do Pau d'Alho,20250719,2,130.0,inf
TIM,50010613854,97812014|48352023,1006390666,AVENIDA EVERISTO CAVALHERI ,,SP,3549300,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,270,Greenfield,,056001603518,11.96,23,65,-7,18,031191601350|027191702519,40,-21.26958,-51.66575,2023-12-19,2018-04-20,2029-12-08|2038-04-30,SÃÂ£o JoÃÂ£o do Pau d'Alho,20250719,4,270.0,inf
