NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014,689988184,RUA NERCIO GODOY    ,,SP,3515905,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,20,Greenfield,,056001603518,11.96,23,65,-7,27,000790401592|007591301882|031191601350|008041101882,20|40,-20.67786,-50.14439,2023-12-19,2008-01-22,2031-03-11|2038-04-30|2029-12-08,Floreal,20250717,1,20.0,inf
TIM,50010613854,47102015|48352023|97812014,689988184,RUA NERCIO GODOY    ,,SP,3515905,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,300,Greenfield,,056001603518,11.96,23,65,-7,27,000790401592|007591301882|031191601350|008041101882,20|40,-20.67786,-50.14439,2023-12-19,2008-01-22,2031-03-11|2038-04-30|2029-12-08,Floreal,20250717,4,300.0,inf
