NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015,684048353,RODOVIA EUCLIDES DA CUNHA,,SP,3556107,200KG7W,GSM,956.25,911.25,110,Greenfield,nÃÂ£o,005860301705,14.8,39,69.61,-7,60,000790401592,20,-20.37,-50.069167,2023-12-20,2003-11-20,2031-03-11,Valentim Gentil,20250717,2,110.0,3.1575349999999998
TIM,50010613854,48352023|47102015,684048353,RODOVIA EUCLIDES DA CUNHA,,SP,3556107,200KG7W|5M00G7W,GSM|LTE,1828.75|956.25|1821.25|1812.5|1823.75,1733.75|911.25|1726.25|1717.5|1728.75,300,Greenfield,nÃÂ£o,000650501705|012720905344|005860301705,13.4|13.5|14.8,27|20|39,73.7|68|69.61,-7,60,007591301882|000790401592,20|40,-20.37,-50.069167,2023-12-20,2003-11-20,2038-04-30|2031-03-11,Valentim Gentil,20250717,4,300.0,3.1575349999999998
TIM,50010613854,47102015|48352023|97812014,684891964,AVENIDA CAVALIN,,SP,3556107,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,40,Greenfield,,056001603518,11.96,23,65,-7,59,016081103903|007591301882|031191601350|008041101882,20|40,-20.42536,-50.08375,2023-12-19,2004-12-02,2031-03-11|2038-04-30|2029-12-08,Valentim Gentil,20250717,1,40.0,3.1575349999999998
TIM,50010613854,47102015|48352023|97812014,684891964,AVENIDA CAVALIN,,SP,3556107,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,120,Greenfield,,056001603518,11.96,23,65,-7,59,016081103903|007591301882|031191601350|008041101882,20|40,-20.42536,-50.08375,2023-12-19,2004-12-02,2031-03-11|2038-04-30|2029-12-08,Valentim Gentil,20250717,2,120.0,3.1575349999999998
TIM,50010613854,47102015|48352023|97812014,684891964,AVENIDA CAVALIN,,SP,3556107,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,290,Greenfield,,056001603518,11.96,23,65,-7,59,016081103903|007591301882|031191601350|008041101882,20|40,-20.42536,-50.08375,2023-12-19,2004-12-02,2031-03-11|2038-04-30|2029-12-08,Valentim Gentil,20250717,4,290.0,3.1575349999999998
