NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,1442016|97432014|166262022|48412023|59072012|105802021|35312011|59632012|1452016|1432016|1422016|17012008|41662008,688459234,RODOVIA BRIGADEIRO FARIA LIMA|Rodovia Brigadeiro Faria Lima    Km 428   8 SP 326 (Fundos do Restaurante Sela de Prata) - Sao Francisco,KM 428,8 SP 326 FUNDOS DO RESTAURANTE SELA DE PRATA|SP,SP|3505500,3505500|5M00G7W,10M0G7W|20M0G7W|40M0G7W|5M00G7W|5M00G9W|LTE,2660,2655|788|1855|2160|2680|2370|1862.5|1867.5|2167.5|2665|874.5|2650,0|20,FB|Greenfield,Greenfield|sim,760|056001603518,056001603518|116652103257|005200301293|16.0,14.36|11.14|15.8|16|23.5|18.3|15.5|25.0,25|23|27|60,69.24|75.69|67|65|60|63|68|4,X|57,57|55|60|058221803257,058221803257|048811903257|083071803257|116652103257|039201301882|019980701882|40,40|59.98|100|80|60|-20.51192,-21.691667|-20.511917|-48.60161,G|2022-07-12,2022-07-12|2023-10-09|2006-07-25,5fe9ee0910fde|5fe9ee09114fd|5fe9ee091297d|5fe9ee0912efc|5fe9ee0913470|e97195f80005e1d0|e97195f80005e1d1|e97195f80005e1d2|e97195f80005e1d6|e97195f80005e1d7|e97195f80005e1d8|5fe9ee0911a10|5fe9ee0911f2a|5fe9ee0912451|5fe9ee09139c3|5fe9ee0913f3d|5fe9ee09144ac|5fe9ee0914a3b|5fe9ee0914fe5|5fe9ee09155b0|e97195f80005e1e2|e97195f80005e1e3|e97195f80005e1e4|e97195f80005e1e5|e97195f80005e1e6|e97195f80005e1e7|5fe9ee090e659|5fe9ee090f243|5fe9ee090f737|5fe9ee090fc04|5fe9ee09100dc|5fe9ee09105d4|e97195f80005e1dc|e97195f80005e1dd|e97195f80005e1de|e97195f80005e1df|e97195f80005e1e0|e97195f80005e1e1|e97195f80005e1ee|e97195f80005e1ef|e97195f80005e1f0|e97195f80005e1f4|e97195f80005e1f5|e97195f80005e1f6|e97195f80005e1f7|e97195f80005e1f8|e97195f80005e1f9|e97195f80005e1fd|e97195f80005e1fe|e97195f80005e1ff|5fe9ee0915b9b|5fe9ee091613f|5fe9ee0916756|e97195f80005e203|e97195f80005e204|e97195f80005e205|4d5c01a09b823|4d5c01a09b838|4d5c01a09b839|2027-10-18,TIM S A|Barretos,20250717,1,0.0,inf
