NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023,684270382,RODOVIA SAO MANOEL,,SP,3528809,200KG7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|2130,911.25|1717.5|1940,100,Greenfield,nÃÂ£o,005860301705|012720905344,14.8|13.5,39|20,69.61|68,-7|0,60,000790401592|007591301882|005851101882,20|40,-22.627317,-50.649342,2023-12-19,2004-02-12,2031-03-11|2038-04-30,MaracaÃÂ­,20250717,2,100.0,1.59897
TIM,50010613854,47102015|48352023,684270382,RODOVIA SAO MANOEL,,SP,3528809,200KG7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|2130,911.25|1717.5|1940,300|340,Greenfield,nÃÂ£o,005860301705|019160905344|012720905344,14.8|11.8|13.5,39|23|20,69.61|65|68,-7|0,60,000790401592|007591301882|005851101882,20|40,-22.627317,-50.649342,2023-12-19,2004-02-12,2031-03-11|2038-04-30,MaracaÃÂ­,20250717,4,320.0,1.59897
TIM,50010613854,47102015|48352023|97812014,685074463,AVENIDA PROL. JOSE BONIFACIO,,SP,3528809,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,20,Greenfield,,056001603518,11.96,23,65,-7,60,016081103903|007591301882|031191601350|008041101882,20|40,-22.59947,-50.65758,2023-12-19,2005-01-05,2031-03-11|2038-04-30|2029-12-08,MaracaÃÂ­,20250717,1,20.0,1.59897
TIM,50010613854,47102015|48352023|97812014,685074463,AVENIDA PROL. JOSE BONIFACIO,,SP,3528809,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,200,Greenfield,,056001603518,11.96,23,65,-7,60,016081103903|007591301882|031191601350|008041101882,20|40,-22.59947,-50.65758,2023-12-19,2005-01-05,2031-03-11|2038-04-30|2029-12-08,MaracaÃÂ­,20250717,3,200.0,1.59897
