NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|97812014|48352023,689152035,ESTRADA DO BANANAL BOM RETIRO   ,,SP,3504909,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|778|2130|1812.5|1822.5|1830,911.25|723|1940|1717.5|1727.5|1735,90|170,Greenfield,sim,056001603518,11.96,23,65,-7,34.2,011560301882|031191601350|008041101882|006030301882,20|40,-22.67472,-44.32417,2023-12-19,2007-05-22,2031-03-11|2029-12-08|2038-04-30,Bananal,20250715,2,170.0,inf
