NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|59592012|29332016|34672011|48372023|97692014,695457020,R JOAO GONCALVES FERREIRA,,SP,3540259,200KG7W|10M0G7W|20M0G7W|15M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,1875|2640|2625|2140|2117.5|798|885|892.75,1780|2520|2505|1950|1927.5|743|840|847.75,70,Greenfield,nÃÂ£o,027331703519|012720905344,16.16|17.05|14.1|13.52,27|28|26|25|20,66.76|65.49|66.56|68,-1|0,50,040952002519|056351705894|057731705894|039721705894,20|40|80,-20.43873,-50.52463,2024-08-15,2011-07-06,2028-03-31|2027-10-18|2031-08-29|2026-06-01|2038-04-30|2029-12-08,Pontalinda,20250715,1,70.0,inf
CLARO,50409105090,46622011|59592012|29332016|34672011|48372023|97692014,695457020,R JOAO GONCALVES FERREIRA,,SP,3540259,200KG7W|10M0G7W|20M0G7W|15M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,1875|2640|2625|2140|2117.5|798|885|892.75,1780|2520|2505|1950|1927.5|743|840|847.75,170,Greenfield,nÃÂ£o,027331703519|012720905344,16.16|17.05|14.1|13.52,27|28|26|25|20,66.76|65.49|66.56|68,0,50,040952002519|056351705894|057731705894|039721705894,20|40|80,-20.43873,-50.52463,2024-08-15,2011-07-06,2028-03-31|2027-10-18|2031-08-29|2026-06-01|2038-04-30|2029-12-08,Pontalinda,20250715,2,170.0,inf
CLARO,50409105090,46622011|59592012|29332016|34672011|48372023|97692014,695457020,R JOAO GONCALVES FERREIRA,,SP,3540259,200KG7W|10M0G7W|20M0G7W|15M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,1875|2640|2625|2140|2117.5|798|885|892.75,1780|2520|2505|1950|1927.5|743|840|847.75,340,Greenfield,nÃÂ£o,027331703519|012720905344,16.16|17.05|14.1|13.52,27|28|26|25|20,66.76|65.49|66.56|68,-1|0,50,040952002519|056351705894|057731705894|039721705894,20|40|80,-20.43873,-50.52463,2024-08-15,2011-07-06,2028-03-31|2027-10-18|2031-08-29|2026-06-01|2038-04-30|2029-12-08,Pontalinda,20250715,4,340.0,inf
