NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014|69272020,684775050,RUA ALFREDO CASTELUCCI,0,SP,3514304,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1822.5|1830|956.25|778|2130,1717.5|1727.5|1735|911.25|723|1940,75,Greenfield,,056001603518,16.15|11.96,25,65|74,0,60,007591301882|000790401592|031191601350|008041101882,20|40,-22.11075,-48.316417,2023-07-06,2004-09-21,2038-04-30|2023-04-30,Dourado,20250715,1,75.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,684775050,RUA ALFREDO CASTELUCCI,0,SP,3514304,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1822.5|1830|956.25|778|2130,1717.5|1727.5|1735|911.25|723|1940,160,Greenfield,,056001603518,16.15|11.96,25,65|74,0,60,007591301882|000790401592|031191601350|008041101882,20|40,-22.11075,-48.316417,2023-07-06,2004-09-21,2038-04-30|2023-04-30,Dourado,20250715,2,160.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,684775050,RUA ALFREDO CASTELUCCI,0,SP,3514304,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1822.5|1830|956.25|778|2130,1717.5|1727.5|1735|911.25|723|1940,310,Greenfield,,056001603518,16.15|11.96,25,65|74,0,60,007591301882|000790401592|031191601350|008041101882,20|40,-22.11075,-48.316417,2023-07-06,2004-09-21,2038-04-30|2023-04-30,Dourado,20250715,4,310.0,inf
