NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|29332016|59592012|97692014,1005501880,RUA FLORIANÃÂPOLIS    SN    JARDIM DOS EUCALIPTOS,QUADRA G, LOTE 1|SP,SP|3503307,3503307|200KG7W|10M0G7W|20M0G7W|5M00G7W,10M0G7W|GSM|LTE|WCDMA,1880|2630|2650|803|890|894,1875|1870|2620|2630|793|880|891.5,0|30,FB|Greenfield,sim,760|027331703519|012720905344,027331703519|16.16|17.05|14.1|13.52,16.16|27.0|28.0|25.0|20.0,27|66.76|65.49|66.56|68.0,66.76|2.0,X|34.0,34|006091702519|056351705894|029361602519|039721705894,006091702519|79.43|40.0|80.0,79.43|-22.35111,-22.35111|-47.40611,G|2022-06-23,2022-06-23|2017-12-26,1abcd2486aca5e37|1abcd2486aca5e38|1abcd2486aca5e39|2028-03-31|2027-10-18|2029-12-08,Araras,20250716,1,30.0,inf
