NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023,684619466,RODOVIA CORNELIO PIRES,,SP,3545159,200KG7W|5M00G7W,GSM|LTE|WCDMA,1812.5|956.25|1823.75|1821.25|2130,1717.5|911.25|1728.75|1726.25|1940,80,Greenfield,nÃÂ£o,028731005344|003720201293,18.8|15,20|25,35|90,-7,60,007591301882|016081103903|005851101882,20|40,-22.846944,-47.680833,2023-12-20,2004-07-01,2031-03-11|2038-04-30,Saltinho,20250715,1,80.0,inf
TIM,50010613854,47102015|48352023,684619466,RODOVIA CORNELIO PIRES,,SP,3545159,200KG7W|5M00G7W,GSM|LTE|WCDMA,1821.25|1823.75|1812.5|956.25|2130,1726.25|1728.75|1717.5|911.25|1940,210,Greenfield,nÃÂ£o,003720201293|028731005344,15|18.8,25|20,90|35,-7,60,007591301882|016081103903|005851101882,20|40,-22.846944,-47.680833,2023-12-20,2004-07-01,2031-03-11|2038-04-30,Saltinho,20250715,3,210.0,inf
TIM,50010613854,47102015|48352023,684619466,RODOVIA CORNELIO PIRES,,SP,3545159,200KG7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1821.25|1823.75|956.25|2130,1717.5|1726.25|1728.75|911.25|1940,350,Greenfield,nÃÂ£o,028731005344|003720201293,18.8|15,20|25,35|90,-7,60,007591301882|016081103903|005851101882,20|40,-22.846944,-47.680833,2023-12-20,2004-07-01,2031-03-11|2038-04-30,Saltinho,20250715,4,350.0,inf
