NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014,685031918,RUA 9 DE JULHO 739,,SP,3538501,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,10,Greenfield,nÃÂ£o,056001603518,11.96,23,65,-7,56,000131201882|003831301882|031191601350|008041101882,20|40,-22.60667,-45.19056,2023-12-19,2005-01-05,2031-03-11|2038-04-30|2029-12-08,Piquete,20250717,1,10.0,inf
TIM,50010613854,47102015|48352023|97812014,685031918,RUA 9 DE JULHO 739,,SP,3538501,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,120,Greenfield,nÃÂ£o,056001603518,11.96,23,65,-7,56,000131201882|003831301882|031191601350|008041101882,20|40,-22.60667,-45.19056,2023-12-19,2005-01-05,2031-03-11|2038-04-30|2029-12-08,Piquete,20250717,2,120.0,inf
TIM,50010613854,47102015|48352023|97812014,685031918,RUA 9 DE JULHO 739,,SP,3538501,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,180,Greenfield,nÃÂ£o,056001603518,11.96,23,65,-7,56,037261101882|003831301882|031191601350|008041101882,20|40,-22.60667,-45.19056,2023-12-19,2005-01-05,2031-03-11|2038-04-30|2029-12-08,Piquete,20250717,3,180.0,inf
