NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,166262022|48412023|48422023|155832022|59072012|97432014,1003381640,RUA JULIETA DOMINGUES SANTUCI|Rua Julieta Domingues Santuci    S/N (Em Frente Ao NÃÂºmero    46) - Vila Tatiana,EM FRENTE AO NÃÂMERO, 46|SP,SP|3557006,3557006|20M0G7W|10M0G7W,10M0G7W|5M00G7W|LTE,2690|793,1855|2150|2160|1862.5|1867.5|874.5|2670|783,0|60,FB|Greenfield,Greenfield|sim,760|056001603518,056001603518|16.0|14.5,15.8|16|15|25.0,25|60|68.0,67|66|3|5,X|50,50|058221803257|048811903257,083071803257|008041101882|000081201882|40,40|-23.54422,-23.544219|-47.49485,G|2023-11-23|2020-12-10,2023-11-23|2016-10-13,8072c5f84d0b1ffa|8072c5f84d0b1ffb|8072c5f84d0b1ffc|8072c5f84d0b1ffd|8072c5f84d0b1ffe|8072c5f84d0b1fff|8072c5f84d0b2000|8072c5f84d0b2001|8072c5f84d0b2002|5fe9ee1a89147|5fe9ee1a89ba2|5fe9ee1a89fc4|5fe9ee1a8a3e3|5fe9ee1a8a87e|5fe9ee1a8ad10|4d5c01a19f0ab|4d5c01a19f0ac|4d5c01a19f0ae|4d5c01a19f0af|4d5c01a19f0b0|4d5c01a19f0b6|2027-10-18|2029-12-08,Votorantim,20250716,1,0.0,inf
