NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
ALGAR,04030023541,22212023|77872023,1012108853,RUA SETE DE SETEMBRO,,SP,3549409,200KG7W|5M00G7W|5M00G9W,GSM|LTE|WCDMA,1825|2130|874.5,1730|1940|829.5,5,,,056001603518|000861005344,16.6|19.8|14.4,25|32,66|35|68,0,50|60,015121601350|007881401350|032341303903,60|60.53|65,-20.58204,-47.86121,2023-07-07,2021-07-12,2028-11-29,SÃÂ£o Joaquim da Barra,20250719,1,5.0,0.512505
ALGAR,04030023541,22212023|77872023,1012108853,RUA SETE DE SETEMBRO,,SP,3549409,200KG7W|5M00G7W|5M00G9W,GSM|LTE|WCDMA,1825|2130|874.5,1730|1940|829.5,106,,,056001603518|000861005344,16.6|19.8|14.4,25|32,66|35|68,0,50|60,015121601350|007881401350|032341303903,60|60.53|65,-20.58204,-47.86121,2023-07-07,2021-07-12,2028-11-29,SÃÂ£o Joaquim da Barra,20250719,2,106.0,0.512505
ALGAR,04030023541,22212023|77872023,1012108853,RUA SETE DE SETEMBRO,,SP,3549409,200KG7W|5M00G7W|5M00G9W,GSM|LTE|WCDMA,1825|2130|874.5,1730|1940|829.5,226,,,056001603518|000861005344,16.6|19.8|14.4,25|32,66|35|68,0,50|60,015121601350|007881401350|032341303903,60|60.53|65,-20.58204,-47.86121,2023-07-07,2021-07-12,2028-11-29,SÃÂ£o Joaquim da Barra,20250719,3,226.0,0.512505
ALGAR,04030023541,22212023|77872023,1012108861,RUA RICARDO LIPORATI,,SP,3549409,200KG7W|5M00G7W|5M00G9W,GSM|LTE|WCDMA,1825|2130|874.5,1730|1940|829.5,60,,,028661005344,16.8|17|16.9,28|25,65|59|70,0,60,015121601350|007881401350|032341303903,60|60.53|65,-20.6042,-47.86959,2023-07-07,2021-07-12,2028-11-29,SÃÂ£o Joaquim da Barra,20250719,1,60.0,1.302135
ALGAR,04030023541,22212023|77872023,1012108861,RUA RICARDO LIPORATI,,SP,3549409,200KG7W|5M00G7W|5M00G9W,GSM|LTE|WCDMA,1825|2130|874.5,1730|1940|829.5,200,,,028661005344,16.8|17|16.9,28|25,65|59|70,0,60,015121601350|007881401350|032341303903,60|60.53|65,-20.6042,-47.86959,2023-07-07,2021-07-12,2028-11-29,SÃÂ£o Joaquim da Barra,20250719,3,200.0,1.302135
ALGAR,04030023541,22212023|77872023,1012108861,RUA RICARDO LIPORATI,,SP,3549409,200KG7W|5M00G7W|5M00G9W,GSM|LTE|WCDMA,1825|2130|874.5,1730|1940|829.5,320,,,028661005344,16.8|17|16.9,28|25,65|59|70,0,60,015121601350|007881401350|032341303903,60|60.53|65,-20.6042,-47.86959,2023-07-07,2021-07-12,2028-11-29,SÃÂ£o Joaquim da Barra,20250719,4,320.0,1.302135
ALGAR,04030023541,30692021,1012109671,FAZ SANTANA,KM 89,SP,3549409,5M00G9W,WCDMA,874.5,829.5,10,,,000321205344,15.03,28,67.89,0,40,029361003257,37.67,-20.48447,-47.87531,2021-07-12,2021-07-12,2023-01-21,SÃÂ£o Joaquim da Barra,20250719,1,10.0,3.209555
ALGAR,04030023541,30692021,1012109671,FAZ SANTANA,KM 89,SP,3549409,5M00G9W,WCDMA,874.5,829.5,120,,,000321205344,15.03,28,67.89,0,40,029361003257,37.67,-20.48447,-47.87531,2021-07-12,2021-07-12,2023-01-21,SÃÂ£o Joaquim da Barra,20250719,2,120.0,3.209555
ALGAR,04030023541,30692021,1012109671,FAZ SANTANA,KM 89,SP,3549409,5M00G9W,WCDMA,874.5,829.5,270,,,000321205344,15.03,28,67.89,0,40,029361003257,37.67,-20.48447,-47.87531,2021-07-12,2021-07-12,2023-01-21,SÃÂ£o Joaquim da Barra,20250719,4,270.0,3.209555
ALGAR,04030023541,22212023|77872023,1012111730,RUA FRANCISCO ELEZNIKAN,,SP,3549409,200KG7W|5M00G7W|5M00G9W,GSM|LTE|WCDMA,1825|2130,1730|1940,110,,,028661005344,15.6,28,61,0,40,015121601350|007881401350,60|60.53,-20.573083,-47.858722,2023-10-27,2021-07-12,2028-11-29,SÃÂ£o Joaquim da Barra,20250719,2,110.0,0.512505
