NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014,695550241,Rua Major Cabral,,SP,3500758,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,90,Greenfield,,056001603518,11.96|16.15,25,74|65,0,49.8,016081103903|007591301882|031191601350|008041101882,20|40,-23.550361,-47.898306,2023-07-25,2011-06-14,2029-12-08,Alambari,20250718,2,90.0,inf
TIM,50010613854,47102015|48352023|97812014,695550241,Rua Major Cabral,,SP,3500758,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,210,Greenfield,,056001603518,11.96|16.15,25,74|65,0,49.8,016081103903|007591301882|031191601350|008041101882,20|40,-23.550361,-47.898306,2023-07-25,2011-06-14,2029-12-08,Alambari,20250718,3,210.0,inf
TIM,50010613854,47102015|48352023|97812014,695550241,Rua Major Cabral,,SP,3500758,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,270,Greenfield,,056001603518,11.96|16.15,25,74|65,0,49.8,016081103903|007591301882|031191601350|008041101882,20|40,-23.550361,-47.898306,2023-07-25,2011-06-14,2029-12-08,Alambari,20250718,4,270.0,inf
