NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,105802021,410916820,Estrada da Boiada,,SP,3556701,100MG7W,NR,3450,3450,95,,,116652103257,25,23,60,0,40,116652103257,150,-23.047636,-46.981133,2024-01-10,2001-08-02,2041-12-08,Vinhedo,20240828,2,95.0,1.0929849999999999
VIVO,50409146447,105802021,410916820,Estrada da Boiada,,SP,3556701,100MG7W,NR,3450,3450,205,,,116652103257,25,23,60,0,40,116652103257,150,-23.047636,-46.981133,2024-01-10,2001-08-02,2041-12-08,Vinhedo,20240828,3,205.0,1.0929849999999999
VIVO,50409146447,105802021,410916820,Estrada da Boiada,,SP,3556701,100MG7W,NR,3450,3450,295,,,116652103257,25,23,60,0,40,116652103257,150,-23.047636,-46.981133,2024-01-10,2001-08-02,2041-12-08,Vinhedo,20240828,4,295.0,1.0929849999999999
VIVO,50409146447,105802021,445703,RUA SANTOS DUMONT,X HUMBERTO PESCARINI,SP,3556701,100MG7W|40M0G7W,NR,3450|2370,3450|2370,80,,,116652103257,25|23.5,23|25,60|65,0|2,45.5|44,116652103257,150|22.38,-23.028564,-46.975636,2024-04-27,1999-08-04,2041-12-08,Vinhedo,20240828,1,80.0,1.0929849999999999
VIVO,50409146447,105802021,445703,RUA SANTOS DUMONT,X HUMBERTO PESCARINI,SP,3556701,100MG7W|40M0G7W,NR,3450|2370,3450|2370,220,,,116652103257,25|23.5,23|25,60|65,0|2,45.5|44,116652103257,150|22.38,-23.028564,-46.975636,2024-04-27,1999-08-04,2041-12-08,Vinhedo,20240828,3,220.0,1.0929849999999999
VIVO,50409146447,105802021,445703,RUA SANTOS DUMONT,X HUMBERTO PESCARINI,SP,3556701,100MG7W|40M0G7W,NR,3450|2370,3450|2370,325,,,116652103257,25|23.5,23|25,60|65,0|4,46|44,116652103257,150|22.38,-23.028564,-46.975636,2024-04-27,1999-08-04,2041-12-08,Vinhedo,20240828,4,325.0,1.0929849999999999
VIVO,50409146447,105802021,692040668,Rua Ademir Bevilacqua,,SP,3556701,100MG7W,NR,3450,3450,220,,,116652103257,25,23,60,0,40,001000901882,150,-23.047333,-47.014361,2024-01-10,2010-01-11,2041-12-08,Vinhedo,20240828,3,220.0,1.702795
VIVO,50409146447,105802021,692040668,Rua Ademir Bevilacqua,,SP,3556701,100MG7W,NR,3450,3450,320|340,,,116652103257,25,23,60,0,50|60,001000901882,150,-23.047333,-47.014361,2024-01-10,2010-01-11,2041-12-08,Vinhedo,20240828,4,330.0,1.702795
