NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|48372023|34672011,1014430710,ALAMEDA SANTA CRUZ,,SP,3500105,200KG7W|15M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2117.5|2140,1780|1927.5|1950,20,,,,16.5|16.9,21|22,66|62,-1,60,040952002519,60,-21.68686,-51.07694,2024-05-16,2022-10-26,2028-03-31|2038-04-30|2026-06-01,Adamantina,20250719,1,20.0,0.299925
CLARO,50409105090,46622011|48372023|34672011,1014430710,ALAMEDA SANTA CRUZ,,SP,3500105,200KG7W|15M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2117.5|2140,1780|1927.5|1950,150,,,,16.5|16.9,21|22,66|62,-1,60,040952002519,60,-21.68686,-51.07694,2024-05-16,2022-10-26,2028-03-31|2038-04-30|2026-06-01,Adamantina,20250719,2,150.0,0.299925
CLARO,50409105090,46622011|48372023|34672011,1014430710,ALAMEDA SANTA CRUZ,,SP,3500105,200KG7W|15M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2117.5|2140,1780|1927.5|1950,240,,,,16.5|16.9,21|22,66|62,-1,60,040952002519,60,-21.68686,-51.07694,2024-05-16,2022-10-26,2028-03-31|2038-04-30|2026-06-01,Adamantina,20250719,3,240.0,0.299925
CLARO,50409105090,59592012|29332016|97692014|48372023|46622011|34672011,684829649,AV ADEMAR DE BARROS,SALA 303-RT,SP,3500105,20M0G7W|10M0G7W|5M00G7W|2M50G7W|200KG7W,LTE|WCDMA|GSM,2640|2625|798|2117.5|885|2140|892.75|1875,2520|2505|743|1927.5|840|1950|847.75|1780,105|120,Rooftop,,026591200762,17.6|13.4|16.9|13.8|16.06,21|22|23|30,51|68|62|61.54,-3|-2,37.5|37,024251201882|033782402519|008041101882|008881101882|006030301882,30|79.43|61.52|72.44|35.5,-21.68794,-51.07126,2024-04-26,2004-10-18,2027-10-18|2031-08-29|2029-12-08|2038-04-30|2028-03-31|2026-06-01,Adamantina,20250719,2,105.0,0.299925
CLARO,50409105090,46622011|59592012|29332016|97692014|48372023|34672011,684829649,AV ADEMAR DE BARROS,SALA 303-RT,SP,3500105,200KG7W|20M0G7W|10M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,1875|953.75|2640|2625|798|2117.5|885|2140|892.75,1780|908.75|2520|2505|743|1927.5|840|1950|847.75,250,Rooftop,,026591200762,16.06|14.42|17.6|13.4|16.9|13.8,30|33|21|22|23,61.54|66.37|51|68|62,-2|-6,37|71|37.5,006030301882|011560301882|024251201882|033782402519|008041101882|008881101882,35.5|47.6|30|79.43|61.52|72.44,-21.68794,-51.07126,2024-04-26,2004-10-18,2028-03-31|2027-10-18|2031-08-29|2029-12-08|2038-04-30|2026-06-01,Adamantina,20250719,3,250.0,0.299925
CLARO,50409105090,46622011|59592012|29332016|97692014|48372023|34672011,684829649,AV ADEMAR DE BARROS,SALA 303-RT,SP,3500105,200KG7W|20M0G7W|10M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,1875|2640|2625|798|2117.5|885|2140|892.75,1780|2520|2505|743|1927.5|840|1950|847.75,340,Rooftop,,026591200762,16.06|17.6|13.4|16.9|13.8,30|21|22|23,61.54|51|68|62,-2|-1,37,006030301882|024251201882|033782402519|008041101882|008881101882,35.5|30|79.43|61.52|72.44,-21.68794,-51.07126,2024-04-26,2004-10-18,2028-03-31|2027-10-18|2031-08-29|2029-12-08|2038-04-30|2026-06-01,Adamantina,20250719,4,340.0,0.299925
CLARO,50409105090,46622011,690547510,AV RIO BRANCO,,SP,3500105,200KG7W,GSM,1875,1780,20,Greenfield,,017960800324,17.03,32,69.42,3|4,51.5|50,006030301882,35.5,-21.67062,-51.08119,2023-06-27,2008-07-31,2038-04-30,Adamantina,20250719,1,20.0,0.9256
CLARO,50409105090,59592012|29332016|46622011|48372023|34672011,690547510,AV RIO BRANCO,,SP,3500105,20M0G7W|10M0G7W|200KG7W|5M00G7W,LTE|GSM|WCDMA,2640|2625|1875|2117.5|885|2140,2520|2505|1780|1927.5|840|1950,100|110|130,Greenfield,,008541105344|017960800324|012720905344,16.85|17.03|16.18|13.52,33.74|32|20,67.81|69.42|65|68,2|4,48|50|52|51.5,043341501882|006030301882|018151001882|010641001882,40|35.5|60.2|63.5,-21.67062,-51.08119,2023-06-27,2008-07-31,2038-04-30,Adamantina,20250719,2,110.0,0.9256
CLARO,50409105090,48372023|46622011|34672011|59592012|29332016,690547510,AV RIO BRANCO,,SP,3500105,5M00G7W|20M0G7W|10M0G7W|200KG7W,WCDMA|LTE|GSM,2117.5|885|2140|2640|2625|1875,1927.5|840|1950|2520|2505|1780,190|195|210|220,Greenfield,,012720905344|008541105344|017960800324,16.18|13.52|16.85|17.03,20|33.74|32,65|68|67.81|69.42,2|1|4|3,52|48|50|51.5,018151001882|010641001882|043341501882|006030301882,60.2|63.5|40|35.5,-21.67062,-51.08119,2023-06-27,2008-07-31,2038-04-30,Adamantina,20250719,3,195.0,0.9256
CLARO,50409105090,59592012|29332016|48372023|46622011|34672011,690547510,AV RIO BRANCO,,SP,3500105,20M0G7W|10M0G7W|5M00G7W,LTE|WCDMA,2640|2625|2117.5|885|2140,2520|2505|1927.5|840|1950,335|350,Greenfield,,008541105344|012720905344,16.85|16.18|13.52,33.74|20,67.81|65|68,2,48|52,043341501882|018151001882|010641001882,40|60.2|63.5,-21.67062,-51.08119,2023-06-27,2008-07-31,2038-04-30,Adamantina,20250719,4,350.0,0.9256
