NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
ALGAR,04030023541,22212023,1012077460,ROD BR 326,,SP,3512100,5M00G7W,WCDMA,874.5,829.5,170,,,007290201293,17,27,69.07,0,60,027610903257,67,-20.20469,-48.68479,2023-04-25,2021-07-05,2028-11-29,ColÃÂ´mbia,20250718,2,170.0,5.138755
ALGAR,04030023541,22212023,1012077460,ROD BR 326,,SP,3512100,5M00G7W,WCDMA,874.5,829.5,260,,,007290201293,17,27,69.07,0,60,027610903257,67,-20.20469,-48.68479,2023-04-25,2021-07-05,2028-11-29,ColÃÂ´mbia,20250718,3,260.0,5.138755
ALGAR,04030023541,22212023,1012077460,ROD BR 326,,SP,3512100,5M00G7W,WCDMA,874.5,829.5,356,,,007290201293,17,27,69.07,0,60,027610903257,67,-20.20469,-48.68479,2023-04-25,2021-07-05,2028-11-29,ColÃÂ´mbia,20250718,4,356.0,5.138755
ALGAR,04030023541,22212023,1012077702,RUA 04,,SP,3512100,200KG7W,GSM,953.75,908.75,0,,,015070301293,10.4,0,0,0,39,002920501171,70.79,-20.29187,-48.71936,2023-07-07,2021-07-05,2028-11-29,ColÃÂ´mbia,20250718,1,0.0,0.014865
ALGAR,04030023541,77872023,1012077702,RUA 04,,SP,3512100,5M00G9W,WCDMA,2130,1940,110,,,019160905344,17.8,35,66,0,40,022451003257,78,-20.29187,-48.71936,2023-07-07,2021-07-05,2028-11-29,ColÃÂ´mbia,20250718,2,110.0,0.014865
ALGAR,04030023541,77872023,1012077702,RUA 04,,SP,3512100,5M00G9W,WCDMA,2130,1940,240,,,019160905344,17.8,35,66,0,40,022451003257,78,-20.29187,-48.71936,2023-07-07,2021-07-05,2028-11-29,ColÃÂ´mbia,20250718,3,240.0,0.014865
ALGAR,04030023541,77872023,1012077702,RUA 04,,SP,3512100,5M00G9W,WCDMA,2130,1940,340,,,019160905344,17.8,35,66,0,40,022451003257,78,-20.29187,-48.71936,2023-07-07,2021-07-05,2028-11-29,ColÃÂ´mbia,20250718,4,340.0,0.014865
ALGAR,50418418969,689732007,623290308,RUA 04   520   CENTRO,,SP,3512100,200KG7W,GSM,955,952.5,0,,,015070301293,8.0,,,,39.0,013810501597|002920501171,42.700|70.700,-20.29167,-48.71917,2016-08-10,2001-07-27,2023-01-21,ColÃÂ´mbia,20250718,1,0.0,0.014865
ALGAR,50418418969,16962008,623290308,RUA 04   520   CENTRO,,SP,3512100,5M00G9W,WCDMA,2135,2125,110,,,019160905344,11.8,23.0,65.00,2.00,40.0,022461003257,82.700,-20.29167,-48.71917,2016-08-10,2001-07-27,2023-04-30,ColÃÂ´mbia,20250718,2,110.0,0.014865
ALGAR,50418418969,16962008,623290308,RUA 04   520   CENTRO,,SP,3512100,5M00G9W,WCDMA,2135,2125,240,,,019160905344,11.8,23.0,65.00,2.00,40.0,022461003257,82.700,-20.29167,-48.71917,2016-08-10,2001-07-27,2023-04-30,ColÃÂ´mbia,20250718,3,240.0,0.014865
ALGAR,50418418969,16962008,623290308,RUA 04   520   CENTRO,,SP,3512100,5M00G9W,WCDMA,2135,2125,340,,,019160905344,11.8,23.0,65.00,2.00,40.0,022461003257,82.700,-20.29167,-48.71917,2016-08-10,2001-07-27,2023-04-30,ColÃÂ´mbia,20250718,4,340.0,0.014865
ALGAR,50418418969,4942023|97822014,687552656,ROD BR 326,,SP,3512100,10M0G7W|5M00G7W,LTE|WCDMA,1825|768|874.5,1730|713|829.5,170,,,004521703257,17|13.8|14.4,26|22|24,65|66|62,0,60,015121601350|031191601350|027610903257,60|40,-20.20469,-48.68479,2024-02-08,2006-01-18,2028-11-29|2029-12-08,ColÃÂ´mbia,20250718,2,170.0,5.138755
ALGAR,50418418969,4942023|97822014,687552656,ROD BR 326,,SP,3512100,10M0G7W|5M00G7W,LTE|WCDMA,1825|768|874.5,1730|713|829.5,260,,,004521703257,17|13.8|14.4,26|22|24,65|66|62,0,60,015121601350|031191601350|027610903257,60|40,-20.20469,-48.68479,2024-02-08,2006-01-18,2028-11-29|2029-12-08,ColÃÂ´mbia,20250718,3,260.0,5.138755
ALGAR,50418418969,4942023|97822014,687552656,ROD BR 326,,SP,3512100,10M0G7W|5M00G7W,LTE|WCDMA,1825|768|874.5,1730|713|829.5,356,,,004521703257,17|13.8|14.4,26|22|24,65|66|62,0,60,015121601350|031191601350|027610903257,60|40,-20.20469,-48.68479,2024-02-08,2006-01-18,2028-11-29|2029-12-08,ColÃÂ´mbia,20250718,4,356.0,5.138755
