NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|48372023|34672011,1014290918,R BENEDITO BORGES DA SILVEIRA,,SP,3514924,200KG7W|15M0G7W|10M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,885|892.75|2117.5|2140,840|847.75|1927.5|1950,90,,,,13.8|16.9,23|22,70|62,0,45,039721705894|027191702519,80|60,-21.16746,-49.11053,2024-08-09,2022-09-29,2028-03-31|2038-04-30|2026-06-01,ElisiÃÂ¡rio,20250719,2,90.0,inf
CLARO,50409105090,46622011|48372023|34672011,1014290918,R BENEDITO BORGES DA SILVEIRA,,SP,3514924,200KG7W|15M0G7W|10M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,885|892.75|2117.5|2140,840|847.75|1927.5|1950,220,,,,13.8|16.9,23|22,70|62,0,45,039721705894|027191702519,80|60,-21.16746,-49.11053,2024-08-09,2022-09-29,2028-03-31|2038-04-30|2026-06-01,ElisiÃÂ¡rio,20250719,3,220.0,inf
CLARO,50409105090,46622011|48372023|34672011,1014290918,R BENEDITO BORGES DA SILVEIRA,,SP,3514924,200KG7W|15M0G7W|10M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,885|892.75|2117.5|2140,840|847.75|1927.5|1950,300,,,,13.8|16.9,23|22,70|62,0,45,039721705894|027191702519,80|60,-21.16746,-49.11053,2024-08-09,2022-09-29,2028-03-31|2038-04-30|2026-06-01,ElisiÃÂ¡rio,20250719,4,300.0,inf
