NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,105802021,1012916275,AVENIDA PACAEMBU,ESQUINA RUA CAPIVARI - AREA C,SP,3556503,100MG7W,NR,3450,3450,10|30|40,,,212712202519,23.49,25,65,0,4,212712202519,31.62,-23.197972,-46.815497,2024-08-12,2022-03-17,2041-12-08,VÃÂ¡rzea Paulista,20240828,1,30.0,inf
