NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,48422023|59072012|97432014|48412023,690140827,Rua 14,,SP,3517406,200KG7W|20M0G7W|10M0G7W|5M00G9W|5M00D9W|5M00G7W,GSM|LTE|WCDMA,1867.5|1862.5|2680|788|2160,1772.5|1767.5|2560|733|1970,100,Greenfield,sim,013201105080|024731703257,17.5|16.7|14.7|16.8,23|25|22,88|60|68|87,2|0,48|66,029381003257|058221803257|048811903257|011060703257|016571601882,66.8|40|49.1,-20.318825,-48.312878,2023-09-10,2008-04-28,2032-12-22|2027-10-18|2029-12-08|2038-04-30,GuaÃÂ­ra,20250715,2,100.0,0.808315
VIVO,50409146447,59072012|97432014|48422023|48412023,690140827,Rua 14,,SP,3517406,20M0G7W|10M0G7W|200KG7W|5M00D9W|5M00G9W|5M00G7W,LTE|GSM|WCDMA,2680|788|1867.5|1862.5|2160,2560|733|1772.5|1767.5|1970,195|230,Greenfield,sim,024731703257|013201105080,16.7|14.7|17.5|16.8,25|22|23,60|68|88|87,2|4,66|48,058221803257|048811903257|029381003257|011060703257|016571601882,40|66.8|49.1,-20.318825,-48.312878,2023-09-10,2008-04-28,2027-10-18|2029-12-08|2032-12-22|2038-04-30,GuaÃÂ­ra,20250715,3,230.0,0.808315
VIVO,50409146447,59072012|97432014|48422023|48412023,690140827,Rua 14,,SP,3517406,20M0G7W|10M0G7W|200KG7W|5M00D9W|5M00G9W|5M00G7W,LTE|GSM|WCDMA,2680|788|1867.5|1862.5|2160,2560|733|1772.5|1767.5|1970,330|350,Greenfield,sim,024731703257|013201105080,16.7|14.7|17.5|16.8,25|22|23,60|68|88|87,2,66|48,058221803257|048811903257|029381003257|011060703257|016571601882,40|66.8|49.1,-20.318825,-48.312878,2023-09-10,2008-04-28,2027-10-18|2029-12-08|2032-12-22|2038-04-30,GuaÃÂ­ra,20250715,4,350.0,0.808315
VIVO,50409146447,48412023|48422023|59072012|97432014|166262022,691878455,RUA TRINTA E SEIS,X AVENIDA TRINTA E TRÃÂS,SP,3517406,10M0G7W|5M00G7W|20M0G7W,LTE,2160|1862.5|1867.5|2680|788|1855,1970|1767.5|1772.5|2560|733|1760,30,,,024731703257,15.9|15.5|16.7|14.7,25|22,62|63|60|68,1,40,083071803257|028951303257|048811903257,40,-20.329194,-48.323778,2024-05-13,2009-11-16,2038-04-29|2032-12-22|2027-10-18|2029-12-08,GuaÃÂ­ra,20250715,1,30.0,0.808315
VIVO,50409146447,48422023|48412023|59072012|97432014|166262022,691878455,RUA TRINTA E SEIS,X AVENIDA TRINTA E TRÃÂS,SP,3517406,200KG7W|5M00G7W|10M0G7W|20M0G7W,GSM|WCDMA|LTE,1862.5|1867.5|2160|2680|788|1855,1767.5|1772.5|1970|2560|733|1760,110|155,,,013201105080|024731703257,17.5|16.8|15.9|15.5|16.7|14.7,23|25|22,88|87|62|63|60|68,2|0|1,39|40,029381003257|022451003257|083071803257|028951303257|048811903257,66.8|40,-20.329194,-48.323778,2024-05-13,2009-11-16,2032-12-22|2038-04-29|2027-10-18|2029-12-08,GuaÃÂ­ra,20250715,2,155.0,0.808315
VIVO,50409146447,48422023|48412023,691878455,RUA TRINTA E SEIS,X AVENIDA TRINTA E TRÃÂS,SP,3517406,200KG7W|5M00G7W,GSM|WCDMA,1862.5|1867.5|2160,1767.5|1772.5|1970,230,,,013201105080,17.5|16.8,23,88|87,2|0,39,029381003257|022451003257,66.8|40,-20.329194,-48.323778,2024-05-13,2009-11-16,2032-12-22|2038-04-29,GuaÃÂ­ra,20250715,3,230.0,0.808315
VIVO,50409146447,48412023|48422023|59072012|97432014|166262022,691878455,RUA TRINTA E SEIS,X AVENIDA TRINTA E TRÃÂS,SP,3517406,10M0G7W|5M00G7W|20M0G7W|200KG7W,LTE|GSM|WCDMA,2160|1862.5|1867.5|2680|788|1855,1970|1767.5|1772.5|2560|733|1760,290|350,,,024731703257|013201105080,15.9|15.5|16.7|14.7|17.5|16.8,25|22|23,62|63|60|68|88|87,1|2|0,40|39,083071803257|028951303257|048811903257|029381003257|022451003257,40|66.8,-20.329194,-48.323778,2024-05-13,2009-11-16,2038-04-29|2032-12-22|2027-10-18|2029-12-08,GuaÃÂ­ra,20250715,4,290.0,0.808315
