NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,59592012|46622011|97692014|105752021,1008341204,RUA BERNARDO CRESPO LOPES,QUADRA 23, LOTE 22 SN|SP,SP|3552205,3552205|10M0G7W|20M0G7W|100MG7W|5M00G7W|2M50G7W,10M0G7W|20M0G7W|5M00G7W|LTE|NR|WCDMA,2625|2640|1875|798|3350|885|892.75,2625|2640|885|2505|2520|1780|743|3350|840|847.75,0|10,FB|Greenfield,Greenfield,760,027331703519|009371303519|17.6|16.5|13.4|23.9|13.8,17.05|14.89|21|25|23,28|30|51|66|68|65,65.49|65.28|-1,X|40|40.5,40|056351705894|006091702519|033782402519|072792302519|039721705894,056351705894|039721705894|40|79.43|257|80,40|80|-23.52643,-23.526427|-47.46698,G|2024-04-18,2021-05-20,6038fb9f8f6bb|6038fb9f90191|6038fb9f90c63|6038fb9f8e7ae|6038fb9f8fc51|6038fb9f906f5|5cab927bf3485|5cab927bf38e7|5cab927bf3d4c|2027-10-18|2028-03-31|2029-12-08|2041-12-08,Sorocaba,20250719,1,0.0,inf
