NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023|32702021,1006387541,RUA MIGUEL FEITOSA SOBREIRA FILHO,NOVA CASTILHO,SP,3532868,10M0G7W|5M00G7W,LTE|WCDMA,778|2130|874.5,723|1940|829.5,90,Greenfield,nÃÂ£o,056001603518,11.96|16.15,25,74|65,-7,25,057731705894|027191702519|039721705894,40,-20.762444,-50.342194,2024-07-01,2018-04-20,2029-12-08|2038-04-30,Nova Castilho,20250719,2,90.0,inf
TIM,50010613854,97812014|48352023|32702021,1006387541,RUA MIGUEL FEITOSA SOBREIRA FILHO,NOVA CASTILHO,SP,3532868,10M0G7W|5M00G7W,LTE|WCDMA,778|2130|874.5,723|1940|829.5,190,Greenfield,nÃÂ£o,056001603518,11.96|16.15,25,74|65,-7,25,057731705894|027191702519|039721705894,40,-20.762444,-50.342194,2024-07-01,2018-04-20,2029-12-08|2038-04-30,Nova Castilho,20250719,3,190.0,inf
TIM,50010613854,97812014|48352023|32702021,1006387541,RUA MIGUEL FEITOSA SOBREIRA FILHO,NOVA CASTILHO,SP,3532868,10M0G7W|5M00G7W,LTE|WCDMA,778|2130|874.5,723|1940|829.5,270,Greenfield,nÃÂ£o,056001603518,11.96|16.15,25,74|65,-7,25,057731705894|027191702519|039721705894,40,-20.762444,-50.342194,2024-07-01,2018-04-20,2029-12-08|2038-04-30,Nova Castilho,20250719,4,270.0,inf
