NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,48352023|47102015,683533630,RODOVIA BRIG. FARIA LIMA SP 326   ,,SP,3512001,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1830|1822.5|1812.5|2130,1735|1727.5|1717.5|1940,160,Greenfield,sim,020150101293|011021100324,17.5|16.4,30|36,67|74,-7,54,007591301882|005851101882,20|40,-20.67417,-48.54667,2023-12-18,2003-09-09,2038-04-30|2031-03-11,Colina,20250716,2,160.0,2.3888249999999998
TIM,50010613854,47102015|48352023,683533630,RODOVIA BRIG. FARIA LIMA SP 326   ,,SP,3512001,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1822.5|1830|1812.5|2130,1727.5|1735|1717.5|1940,340,Greenfield,sim,020150101293|011021100324,17.5|16.4,30|36,67|74,-7,54,007591301882|005851101882,20|40,-20.67417,-48.54667,2023-12-18,2003-09-09,2031-03-11|2038-04-30,Colina,20250716,4,340.0,2.3888249999999998
TIM,50010613854,47102015|48352023|97812014|69272020,684793725,AVENIDA CEL. JOSE VENANCIA,0,SP,3512001,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,30,Rooftop,nÃÂ£o,056001603518,11.96|16.15,25,74|65,0,4.5,016081103903|007591301882|031191601350|008041101882,20|40,-20.717222,-48.543528,2023-07-06,2004-09-21,2038-04-30|2023-04-30,Colina,20250716,1,30.0,2.3888249999999998
TIM,50010613854,47102015|48352023|97812014|69272020,684793725,AVENIDA CEL. JOSE VENANCIA,0,SP,3512001,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,130,Rooftop,nÃÂ£o,056001603518,11.96|16.15,25,74|65,0,4.5,016081103903|007591301882|031191601350|008041101882,20|40,-20.717222,-48.543528,2023-07-06,2004-09-21,2038-04-30|2023-04-30,Colina,20250716,2,130.0,2.3888249999999998
TIM,50010613854,47102015|48352023|97812014|69272020,684793725,AVENIDA CEL. JOSE VENANCIA,0,SP,3512001,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,220,Rooftop,nÃÂ£o,056001603518,11.96|16.15,25,74|65,0,4.5,016081103903|007591301882|031191601350|008041101882,20|40,-20.717222,-48.543528,2023-07-06,2004-09-21,2038-04-30|2023-04-30,Colina,20250716,3,220.0,2.3888249999999998
