NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,97432014|155832022|48422023|166262022|48412023|59072012,396721893,RUA FREDERICO CONDUTA|Rua Frederico Conduta    513 - Centro,,SP,3520004,10M0G7W|200KG7W|5M00G7W|20M0G7W,LTE|GSM|WCDMA,788|793|874.5|890.75|1862.5|1867.5|2150|2160|2680|2690|1855,733|783|829.5|845.75|1767.5|1772.5|1960|1970|2560|2670|1760,90|100|170,Greenfield,nÃÂ£o|sim,012720905344|038801200762|056001603518|044181403519,14.5|16.5|17.4|14.7|15.1|16.9,25|25.0|26|29|32|32.0,68|68.0|62|58|58.0,2|4|6|0,55|27|30,048811903257|000910502519|005311101882|083071803257|008041101882|019980701882|058221803257,40|14.5|12.2,-22.512278|-22.51228,-48.559167|-48.55917,2023-12-11|2020-12-10,1999-12-10,2029-12-08|2028-11-29|2032-12-22|2038-04-30|2027-10-18,IgaraÃÂ§u do TietÃÂª,20250719,2,100.0,inf
VIVO,50409146447,97432014|155832022|48422023|166262022|48412023|59072012,396721893,RUA FREDERICO CONDUTA|Rua Frederico Conduta    513 - Centro,,SP,3520004,10M0G7W|200KG7W|5M00G7W|20M0G7W,LTE|GSM|WCDMA,788|793|890.75|874.5|1862.5|1867.5|2150|2160|2680|2690|1855,733|783|845.75|829.5|1767.5|1772.5|1960|1970|2560|2670|1760,180|210|240,Greenfield,nÃÂ£o|sim,012720905344|038801200762|056001603518|044181403519,14.5|16.5|17.4|14.7|15.1|16.9,25|25.0|26|29|32|32.0,68|68.0|62|58|58.0,2|4|6|0,55|27|30,048811903257|000910502519|005311101882|083071803257|008041101882|019980701882|058221803257,40|14.5|12.2,-22.512278|-22.51228,-48.559167|-48.55917,2023-12-11|2020-12-10,1999-12-10,2029-12-08|2028-11-29|2032-12-22|2038-04-30|2027-10-18,IgaraÃÂ§u do TietÃÂª,20250719,3,210.0,inf
VIVO,50409146447,48422023|59072012|166262022|97432014|155832022|48412023,396721893,RUA FREDERICO CONDUTA|Rua Frederico Conduta    513 - Centro,,SP,3520004,5M00G7W|20M0G7W|10M0G7W|200KG7W,LTE|GSM|WCDMA,1862.5|2680|1867.5|2690|1855|788|793|890.75|874.5|2150|2160,1767.5|2560|1772.5|2670|1760|733|783|845.75|829.5|1960|1970,320|330|340,Greenfield,nÃÂ£o|sim,044181403519|012720905344|038801200762|056001603518,15.1|16.9|14.5|16.5|17.4|14.7,29|32|32.0|25|25.0|26,62|58|58.0|68|68.0,2|4|9|0,30|55|27,083071803257|058221803257|048811903257|000910502519|005311101882|008041101882|019980701882,40|14.5|12.2,-22.512278|-22.51228,-48.559167|-48.55917,2023-12-11|2020-12-10,1999-12-10,2032-12-22|2027-10-18|2029-12-08|2028-11-29|2038-04-30,IgaraÃÂ§u do TietÃÂª,20250719,4,340.0,inf
