NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014|48372023|34672011,684914387,R LOURENCO ROMANO,,SP,3506706,200KG7W|10M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,1875|953.75|798|885|892.75|2117.5|2140,1780|908.75|743|840|847.75|1927.5|1950,20,Greenfield,nÃÂ£o,027331703519|012720905344,16.16|13.52|14.1|16.18,27|20|25,66.76|68|66.56|65,0,50.5|39,012111805894|037621705894|057731705894|039721705894|018151001882,20|19.95|40|80|60.2,-21.99901,-48.38763,2024-08-09,2004-12-09,2028-03-31|2029-12-08|2038-04-30|2026-06-01,Boa EsperanÃÂ§a do Sul,20250715,1,20.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,684914387,R LOURENCO ROMANO,,SP,3506706,200KG7W|10M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,1875|953.75|798|885|892.75|2117.5|2140,1780|908.75|743|840|847.75|1927.5|1950,200,Greenfield,nÃÂ£o,027331703519|012720905344,16.16|13.52|14.1|16.18,27|20|25,66.76|68|66.56|65,0,50.5|39,012111805894|037621705894|057731705894|039721705894|018151001882,20|19.95|40|80|60.2,-21.99901,-48.38763,2024-08-09,2004-12-09,2028-03-31|2029-12-08|2038-04-30|2026-06-01,Boa EsperanÃÂ§a do Sul,20250715,3,200.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,684914387,R LOURENCO ROMANO,,SP,3506706,200KG7W|10M0G7W|2M50G7W|5M00G7W,GSM|LTE|WCDMA,1875|953.75|798|885|892.75|2117.5|2140,1780|908.75|743|840|847.75|1927.5|1950,310,Greenfield,nÃÂ£o,027331703519|012720905344,16.16|13.52|14.1|16.18,27|20|25,66.76|68|66.56|65,0,50.5|39,012111805894|037621705894|057731705894|039721705894|018151001882,20|19.95|40|80|60.2,-21.99901,-48.38763,2024-08-09,2004-12-09,2028-03-31|2029-12-08|2038-04-30|2026-06-01,Boa EsperanÃÂ§a do Sul,20250715,4,310.0,inf
