NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|59592012,686876024,ROD PRESIDENTE DUTRA    KM 73   8    FAZENDA JOVIMAR,KM 73,8|SP,SP|3502507,3502507|200KG7W|20M0G7W|5M00G7W,10M0G7W|GSM|LTE|WCDMA,1880|2650|890|894,1875|1870|2630|880|891.5,0|50,FB|Greenfield,nÃÂ£o,760|009371303519|008541105344,009371303519|17.08|16.85|14.89,17.08|30.0|33.74,30|72.66|67.81|65.28,72.66|1.0,X|60.0,60|006091702519|056351705894|039721705894,006091702519|79.43|40.0|80.0,79.43|-22.8675,-22.8675|-45.24639,G|2005-06-28,2022-06-23|2005-06-28,1abcd2486aca5e3a|1abcd2486aca5e3b|1abcd2486aca5e3c|2028-03-31|2027-10-18,Aparecida,20250715,1,50.0,inf
