NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|105812021,1014184824,Rua Rubem Da Silva Taveira,-,SP,3530805,10M0G7W|100MG7W,LTE|NR,778|3550,723|3550,40,,,056001603518|100462102519,16.15|25,25,65,-6.5,20.3,057731705894|100462102519,40|200,-22.40194,-46.95139,2023-08-11,2022-09-03,2038-04-30,Mogi Mirim,20250719,1,40.0,1.4841199999999999
TIM,50010613854,97812014|105812021,1014184824,Rua Rubem Da Silva Taveira,-,SP,3530805,10M0G7W|100MG7W,LTE|NR,778|3550,723|3550,160,,,056001603518|100462102519,16.15|25,25,65,-6.5,20.3,057731705894|100462102519,40|200,-22.40194,-46.95139,2023-08-11,2022-09-03,2038-04-30,Mogi Mirim,20250719,2,160.0,1.4841199999999999
TIM,50010613854,97812014|105812021,1014184824,Rua Rubem Da Silva Taveira,-,SP,3530805,10M0G7W|100MG7W,LTE|NR,778|3550,723|3550,260,,,056001603518|100462102519,16.15|25,25,65,-6.5,20.3,057731705894|100462102519,40|200,-22.40194,-46.95139,2023-08-11,2022-09-03,2038-04-30,Mogi Mirim,20250719,3,260.0,1.4841199999999999
TIM,50010613854,97812014,1014298234,PraÃÂ§a Floriano Peixoto    80   Centro,-,SP,3530805,10M0G7W,LTE,778,723,20,,,056001603518,11.96,25,74,-7.5,43,057731705894,40,-22.435,-46.95917,2022-10-03,2022-10-03,2029-12-08,Mogi Mirim,20250719,1,20.0,0.48124
TIM,50010613854,97812014,1014298234,PraÃÂ§a Floriano Peixoto    80   Centro,-,SP,3530805,10M0G7W,LTE,778,723,130,,,056001603518,11.96,25,74,-7.5,43,057731705894,40,-22.435,-46.95917,2022-10-03,2022-10-03,2029-12-08,Mogi Mirim,20250719,2,130.0,0.48124
TIM,50010613854,97812014,1014298234,PraÃÂ§a Floriano Peixoto    80   Centro,-,SP,3530805,10M0G7W,LTE,778,723,240,,,056001603518,11.96,25,74,-7.5,43,057731705894,40,-22.435,-46.95917,2022-10-03,2022-10-03,2029-12-08,Mogi Mirim,20250719,3,240.0,0.48124
TIM,50010613854,97812014,1014298242,Avenida Elzio Mariotonni   S/NÃÂº   Mirante,-,SP,3530805,10M0G7W,LTE,778,723,100,,,056001603518,11.96,25,74,-7.5,54,057731705894,40,-22.43167,-46.93889,2022-10-03,2022-10-03,2029-12-08,Mogi Mirim,20250719,2,100.0,0.37864
TIM,50010613854,97812014,1014298242,Avenida Elzio Mariotonni   S/NÃÂº   Mirante,-,SP,3530805,10M0G7W,LTE,778,723,190,,,056001603518,11.96,25,74,-7.5,54,057731705894,40,-22.43167,-46.93889,2022-10-03,2022-10-03,2029-12-08,Mogi Mirim,20250719,3,190.0,0.37864
TIM,50010613854,97812014,1014298242,Avenida Elzio Mariotonni   S/NÃÂº   Mirante,-,SP,3530805,10M0G7W,LTE,778,723,310,,,056001603518,11.96,25,74,-7.5,54,057731705894,40,-22.43167,-46.93889,2022-10-03,2022-10-03,2029-12-08,Mogi Mirim,20250719,4,310.0,0.37864
TIM,50010613854,48352023|47102015,1014812027,RODOVIA GOVERNADOR DOUTOR ADHEMAR PEREIRA DE BARROS,SP 340,SP,3530805,200KG7W|5M00G7W|10M0G7W,GSM|LTE|WCDMA,1830|1822.5|1812.5|2130,1735|1727.5|1717.5|1940,0,,,056001603518,16.15,25,65,0,40,015121601350|006091702519|027191702519,20|40,-22.52007,-46.99175,2023-10-23,2023-03-31,2031-03-11,Mogi Mirim,20250719,1,0.0,0.026805
TIM,50010613854,48352023|47102015,1014812027,RODOVIA GOVERNADOR DOUTOR ADHEMAR PEREIRA DE BARROS,SP 340,SP,3530805,200KG7W|5M00G7W|10M0G7W,GSM|LTE|WCDMA,1830|1822.5|1812.5|2130,1735|1727.5|1717.5|1940,120,,,056001603518,16.15,25,65,0,40,015121601350|006091702519|027191702519,20|40,-22.52007,-46.99175,2023-10-23,2023-03-31,2031-03-11,Mogi Mirim,20250719,2,120.0,0.026805
TIM,50010613854,48352023|47102015,1014812027,RODOVIA GOVERNADOR DOUTOR ADHEMAR PEREIRA DE BARROS,SP 340,SP,3530805,200KG7W|5M00G7W|10M0G7W,GSM|LTE|WCDMA,1830|1822.5|1812.5|2130,1735|1727.5|1717.5|1940,240,,,056001603518,16.15,25,65,0,40,015121601350|006091702519|027191702519,20|40,-22.52007,-46.99175,2023-10-23,2023-03-31,2031-03-11,Mogi Mirim,20250719,3,240.0,0.026805
TIM,50010613854,47102015|48352023,683389076,RUA 3,,SP,3530805,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1822.5|1830|1812.5|2130,1727.5|1735|1717.5|1940,10,Greenfield,sim,020150101293,17.5,30,67,-7,54,003531103903|005851101882,20|40,-22.41889,-46.97611,2023-12-15,2003-06-02,2031-03-11|2038-04-30,Mogi Mirim,20250719,1,10.0,1.246545
TIM,50010613854,47102015|48352023,683389076,RUA 3,,SP,3530805,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1822.5|1830|1812.5|2130,1727.5|1735|1717.5|1940,130,Greenfield,sim,000150201293,11,25,88,-7,54,003531103903|005851101882,20|40,-22.41889,-46.97611,2023-12-15,2003-06-02,2031-03-11|2038-04-30,Mogi Mirim,20250719,2,130.0,1.246545
TIM,50010613854,48352023|47102015,683389076,RUA 3,,SP,3530805,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1830|1812.5|1822.5|2130,1735|1717.5|1727.5|1940,220,Greenfield,sim,000150201293,11,25,88,-7,54,003531103903|005851101882,20|40,-22.41889,-46.97611,2023-12-15,2003-06-02,2038-04-30|2031-03-11,Mogi Mirim,20250719,3,220.0,1.246545
TIM,50010613854,47102015|48352023|105812021|69272020,683481444,RUA GUERREIRO JOAQUIM DIAS,,SP,3530805,200KG7W|5M00G7W|10M0G7W|100MG7W,GSM|LTE|NR|WCDMA,1812.5|1822.5|1830|3550|2130,1717.5|1727.5|1735|3550|1940,0,Greenfield,sim,000150201293|100462102519,25|11,30.45|23|25,82.2|88|65,-3,40,032121203903|100462102519|005851101882,20|40|200,-22.428639,-46.948833,2023-09-21,2003-07-11,2031-03-11|2023-04-30,Mogi Mirim,20250719,1,0.0,0.538615
TIM,50010613854,47102015|48352023|105812021|69272020,683481444,RUA GUERREIRO JOAQUIM DIAS,,SP,3530805,200KG7W|5M00G7W|10M0G7W|100MG7W,GSM|LTE|NR|WCDMA,1812.5|1822.5|1830|3550|2130,1717.5|1727.5|1735|3550|1940,120,Greenfield,sim,000150201293|100462102519,25|11,30.45|23|25,82.2|88|65,-3,40,032121203903|100462102519|005851101882,20|40|200,-22.428639,-46.948833,2023-09-21,2003-07-11,2031-03-11|2023-04-30,Mogi Mirim,20250719,2,120.0,0.538615
