NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,166262022|48412023|155832022|59072012|97432014,1005951800,RODOVIA SP073|Rodovia Sp073    6419 (Km 44   5) - Pimenta,KM 44,5|SP,SP|3520509,3520509|20M0G7W|10M0G7W,10M0G7W|5M00G7W|LTE,2690|793,2150|2160|874.5|2670|783,0|30,FB|Greenfield,Greenfield|sim,760|056001603518,056001603518|17.7|14.5,17|17.1|15.3|28.0|24.0,25|27|58.0|62.0,65|69|60|5|7,X|42,44.5|42|058221803257|048811903257,083071803257|027191702519|039721705894|40,40|-23.14672,-23.146625|-47.25122,G|2023-12-15|2020-12-10,2023-12-15|2018-03-14,305645f8962a0681|305645f8962a0682|305645f8962a0683|305645f8962a0684|305645f8962a0685|305645f8962a0686|5aa931de788c5|5aa931de79596|5aa931de799ea|5aa931de7bc4b|5aa931de7c1b6|5aa931de7c730|2027-10-18|2029-12-08,Indaiatuba,20250715,1,0.0,inf
