NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,97432014|166262022|48412023|48422023|155832022|59072012,1003965250,RODOVIA MAXIMILIANO BIONDO MENGATO|Rodovia Maximiliano Biondo Mengato    Km 3   5 SP 351 - Parque Industrial,KM 3,5 SP 351|SP,SP|3527108,3527108|20M0G7W|10M0G7W,10M0G7W|5M00G7W|LTE,2690|793,788|1855|2150|2160|1862.5|1867.5|874.5|2670|783,0|80,FB|Greenfield,Greenfield|sim,760|004521703257,004521703257|18.1|14.2,14.2|17|17.2|14.4|27.0|24.0,24|26|27|60.0|63.0,63|65|62|5|7,X|59,59|058221803257|048811903257,048811903257|083071803257|000081201882|039201301882|40,40|-21.6865,-21.685481|-49.77686,G|2023-11-23|2020-12-10,2023-11-23|2017-04-05,5ea05cdbad30f|5ea05cdbae803|5ea05cdbaed82|8072c5f84d0ffc05|8072c5f84d0ffc06|8072c5f84d0ffc07|8072c5f84d0ffc08|8072c5f84d0ffc09|8072c5f84d0ffc0a|8072c5f84d0ffc0b|8072c5f84d0ffc0c|8072c5f84d0ffc0d|8072c5f84d0ffc11|8072c5f84d0ffc12|8072c5f84d0ffc13|8072c5f84d0ffc14|8072c5f84d0ffc15|8072c5f84d0ffc16|4d5c01a1afa38|4d5c01a1afa39|4d5c01a1afa3e|4d5c01a1afa3f|4d5c01a1afa42|4d5c01a1afa43|2027-10-18|2029-12-08,Lins,20250716,1,0.0,inf
